Gene_set,term,Overlap,P-value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,tag,direction
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-radicicol-1.11,10/132,5.407411725417082e-07,5.600576488719481e-05,0,0,8.965391621129326,129.37351571229314,GPM6A;SPARC;NRN1;CALD1;TNC;PLP1;PLAT;HADH;SULF1;CDH19,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,d-serine 71077 rat GSE10748 sample 3389,13/199,6.019237301528785e-08,1.1887993670519349e-06,0,0,7.74898244335095,128.83241383523944,SLC12A2;GPM6A;SERPINE2;ARPP21;SORBS2;MT3;LDHB;PCP4;PLP1;SPARCL1;MBP;VIM;GPM6B,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-JNK-9L-0.37,7/76,7.859235992721603e-06,0.0004198273255367016,0,0,10.943771283757028,128.63113046543072,RCAN1;SYNM;SPARC;PLN;STMN1;PLAT;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A549 24H-dasatinib-0.12,5/45,6.588478746455506e-05,0.0020889287290845,0,0,13.358108108108109,128.6065615066226,SPARC;COL4A2;TPM1;PLAT;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 3H-dovitinib-0.37,5/45,6.588478746455506e-05,0.0020889287290845,0,0,13.358108108108109,128.6065615066226,SH3BGRL;TNFAIP6;FN1;S100A6;SPARCL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HCC515 24H-olaparib-10,5/45,6.588478746455506e-05,0.0020889287290845,0,0,13.358108108108109,128.6065615066226,MBP;COL9A3;ITGA6;PMP2;PSMF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 A375 24H-chelerythrine chloride-1.11,5/45,6.588478746455506e-05,0.0020889287290845,0,0,13.358108108108109,128.6065615066226,SPARC;PEG10;SPARCL1;VIM;LTBP1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HEPG2 24H-BI-2536-0.37,5/45,6.588478746455506e-05,0.0020889287290845,0,0,13.358108108108109,128.6065615066226,ACTA2;HSD17B6;ACTG2;ASPN;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A549 24H-afatinib-10,12/176,1.2352228691880908e-07,1.6567093489405452e-05,0,0,8.075911208550288,128.4622616604246,ACTA2;PCP4;TGFB2;SPARC;SERPINE2;TPM1;FHL1;SPARCL1;NEDD9;PLAT;WFDC2;CES1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,l-arginine 6322 mouse GSE34874 sample 3214,20/390,1.0338698713982914e-09,3.9062300793265895e-08,0,0,6.1812400635930045,127.88959061859248,AOC3;CPM;TAGLN;NRN1;FHL1;LPL;SORBS2;WFDC2;ACTG2;ASPN;ACTA2;CNN1;PCP4;PDLIM3;DES;PLN;NOV;FXYD1;SPARCL1;MYL9,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HEPG2 24H-TAK-715-10,6/60,2.220482723508937e-05,0.0009417605046708956,0,0,11.929951690821255,127.83182849438344,ACTC1;TNFAIP6;FHL1;SULF1;LTBP1;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF7 3H-withaferin-a-10,6/60,2.220482723508937e-05,0.0009417605046708956,0,0,11.929951690821255,127.83182849438344,PEG10;NEDD9;MYH11;ACTG2;SOX4;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 PC3 24H-I-BET151-0.12,9/113,1.3302453927464703e-06,0.00011071323596862698,0,0,9.42169570760731,127.4769291090475,SPARC;PLN;S100A6;SPARCL1;MAL;MYH11;CRYAB;ACTG2;WFDC2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 24H-WH-4-025-0.37,4/32,0.00023043058176952383,0.0052198266536199,0,0,15.193548387096774,127.25448987275396,SERPINE2;FHL1;LPL;VIM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 3H-crizotinib-0.12,4/32,0.00023043058176952383,0.0052198266536199,0,0,15.193548387096774,127.25448987275396,ACTA2;LGALS1;GPM6B;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-KIN001-043-10,10/134,6.215926130778902e-07,6.131402690799527e-05,0,0,8.81989247311828,126.04491506465894,TAGLN;SPARC;SEMA3C;LAMA4;STMN1;TPM1;FN1;NEDD9;FILIP1L;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HT29 24H-CHIR-99021-10,7/77,8.576362787373682e-06,0.0004516602334260156,0,0,10.78688524590164,125.84520375326436,AZGP1;CSRP1;COL4A2;PLLP;WFDC1;WFDC2;BCAS1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 A549 24H-BI-2536-0.04,2/11,0.0046669596112657,0.0437058897807898,0,0,23.405437352245865,125.6227743232674,MAL;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-geldanamycin-0.04,2/11,0.0046669596112657,0.0437058897807898,0,0,23.405437352245865,125.6227743232674,SPARC;TNC,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-WYE-125132-0.37,2/11,0.0046669596112657,0.0437058897807898,0,0,23.405437352245865,125.6227743232674,SERPINE2;ALDH1A1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HA1E 24H-GSK-1059615-3.33,9/114,1.432552737047526e-06,0.00011713631875779398,0,0,9.331491712707182,125.5650430832273,PCP4;NRN1;SERPINE2;CSRP1;TPM1;TNC;MAL;GYG1;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 LNCAP 24H-CHIR-99021-10,8/95,3.4362266910411063e-06,0.0002271687028407069,0,0,9.96488568902362,125.36958786511384,ACTA2;AZGP1;TAGLN;CALD1;ANXA6;MAL;ACTG2;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HCC515 24H-quizartinib-10,8/95,3.4362266910411063e-06,0.0002271687028407069,0,0,9.96488568902362,125.36958786511384,SPARC;SERPINE2;PEG10;TNC;ITGA6;COL9A3;S100B;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-TG-101348-10,10/135,6.658450326304516e-07,6.501240024756131e-05,0,0,8.748888888888889,124.42852522135948,LDHB;SYNM;SPARC;COL4A2;CSRP1;CALD1;TGFB1I1;TPM1;ALDH1A1;SORBS2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-crizotinib-10,6/61,2.4434292995237623e-05,0.0010033667936348,0,0,11.712450592885377,124.38063800964846,TAGLN;SPARC;CALD1;MCAM;TPM1;SULF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HT29 24H-CGP-60474-3.33,6/61,2.4434292995237623e-05,0.0010033667936348,0,0,11.712450592885377,124.38063800964846,CSRP1;PEG10;MCAM;ALDH1A1;MAL;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A549 24H-XMD11-85H-10,6/61,2.4434292995237623e-05,0.0010033667936348,0,0,11.712450592885377,124.38063800964846,ACTA2;RCAN1;SPARC;TNFAIP6;COL4A2;PDE4D,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-afatinib-0.37,6/61,2.4434292995237623e-05,0.0010033667936348,0,0,11.712450592885377,124.38063800964846,SERPINE2;FHL1;MAL;LPL;ITGA6;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF10A 24H-dasatinib-0.12,6/61,2.4434292995237623e-05,0.0010033667936348,0,0,11.712450592885377,124.38063800964846,TAGLN;COL4A2;TGFB1I1;SPARCL1;MYL9;AURKB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HT29 24H-KIN001-265-1.11,5/46,7.335391163109387e-05,0.0022492384449646,0,0,13.031641397495056,124.06402434281148,SYNM;EGR2;DES;BAG2;FHL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 3H-GSK-1059615-1.11,5/46,7.335391163109387e-05,0.0022492384449646,0,0,13.031641397495056,124.06402434281148,ACTA2;EGR2;CRYAB;WFDC2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 24H-foretinib-0.37,5/46,7.335391163109387e-05,0.0022492384449646,0,0,13.031641397495056,124.06402434281148,TAGLN;SERPINE2;TPM1;LTBP1;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 24H-withaferin-a-0.37,5/46,7.335391163109387e-05,0.0022492384449646,0,0,13.031641397495056,124.06402434281148,FHL1;SULF1;WFDC2;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 PC3 24H-dasatinib-3.33,5/46,7.335391163109387e-05,0.0022492384449646,0,0,13.031641397495056,124.06402434281148,EGR2;SERPINE2;STMN1;CTNNAL1;CES1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HCC515 24H-pelitinib-0.37,9/115,1.5415800170078569e-06,0.0001236616776695365,0,0,9.24298967997498,123.69618278388933,SYNM;SPARC;MCAM;STMN1;TNC;PLAT;VIM;S100B;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-NVP-TAE684-10,12/180,1.578803936076087e-07,2.044002901407395e-05,0,0,7.882022471910112,123.44372817181358,LDHB;RCAN1;TAGLN;LGALS1;CALD1;TPM2;STMN1;TPM1;FHL1;VIM;CTNNAL1;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-BI-2536-3.33,8/96,3.718448849845641e-06,0.00023740767776600096,0,0,9.851148851148851,123.1610721033588,SPARC;DUSP3;SCRN1;COL4A2;FHL1;TPM1;MAL;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HCC515 24H-CGP-60474-0.12,7/78,9.346948791945468e-06,0.0004787229844182399,0,0,10.63441853305626,123.15146482951904,CPM;SEMA3C;STMN1;PMP22;PLP1;S100B;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 A375 24H-ON-01910-10,7/78,9.346948791945468e-06,0.0004787229844182399,0,0,10.63441853305626,123.15146482951904,CYFIP2;SPARC;LGALS1;LAMA4;ALDH1A1;PLAT;CES1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HEPG2 24H-neratinib-10,7/78,9.346948791945468e-06,0.0004787229844182399,0,0,10.63441853305626,123.15146482951904,PCP4;SPARC;STMN1;S100A6;NEDD9;VIM;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-saracatinib-10,7/78,9.346948791945468e-06,0.0004787229844182399,0,0,10.63441853305626,123.15146482951904,LDHB;LGALS1;SERPINE2;COL4A2;TPM2;TPM1;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 3H-foretinib-10,3/21,0.0009894039497607176,0.0145919981934894,0,0,17.63992869875223,122.04022148456406,RCAN1;EGR2;CES1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-selumetinib-0.12,3/21,0.0009894039497607176,0.0145919981934894,0,0,17.63992869875223,122.04022148456406,EGR2;PEG10;TNC,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HCC515 24H-WH-4-025-3.33,9/116,1.657692366779701e-06,0.00012930694056014213,0,0,9.156141890845252,121.86901826202744,LDHB;TAGLN;PLN;CSRP1;MCAM;TPM1;CTNNAL1;ACTG2;AURKB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-GSK-1059615-10,9/116,1.657692366779701e-06,0.00012930694056014213,0,0,9.156141890845252,121.86901826202744,LDHB;DES;BAG2;CSRP1;MCAM;TPM1;PMP22;COL9A3;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A375 24H-NVP-AUY922-0.04,10/137,7.626861649166701e-07,7.181190996233071e-05,0,0,8.61023622047244,121.28739687764352,SPARC;NRN1;SERPINE2;MIA;PEG10;TNC;PMP22;PLAT;ITGA6;AURKB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 PC3 24H-PD-0325901-3.33,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,SERPINE2;EFHD1;MBP;SULF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 A375 24H-SB-239063-10,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,SERPINE2;FN1;PMP22;COL9A3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 HT29 24H-PFI-1-1.11,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,TNFAIP6;FHL1;SORBS2;COL9A3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 HT29 24H-GSK-J4-10,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,NR4A2;SYNM;PLN;MYH11,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 3H-PD-0325901-1.11,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,PDLIM3;LPL;SULF1;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF7 3H-AZD-7762-1.11,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,AZGP1;PLN;SORBS2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 3H-GW-843682X-3.33,4/33,0.0002602783065186127,0.0057304832286125,0,0,14.668891360771228,121.07349540539953,ALDH1A1;NEDD9;MAL;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 3H-geldanamycin-10,6/62,2.684040946687957e-05,0.0010830860469502,0,0,11.502717391304348,121.07302506584098,AZGP1;SPARC;LGALS1;FHL1;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF7 3H-torin-1-1.11,6/62,2.684040946687957e-05,0.0010830860469502,0,0,11.502717391304348,121.07302506584098,ACTA2;RCAN1;PDLIM3;TNC;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 24H-neratinib-0.37,8/97,4.020084936167905e-06,0.00025149813243281294,0,0,9.739967897271269,121.01138246354104,AZGP1;PDLIM3;SERPINE2;STMN1;TNC;PLAT;HSD17B6;VIM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-saracatinib-10,8/97,4.020084936167905e-06,0.00025149813243281294,0,0,9.739967897271269,121.01138246354104,RCAN1;TAGLN;ACTC1;COL4A2;TPM1;TNC;NEDD9;FILIP1L,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HEPG2 24H-NVP-BGT226-1.11,8/97,4.020084936167905e-06,0.00025149813243281294,0,0,9.739967897271269,121.01138246354104,GPM6A;ACTA1;DES;STMN1;FHL1;ANXA6;SPARCL1;FILIP1L,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,captopril DB01197 mouse GSE19286 sample 2689,22/466,6.803316898441058e-10,2.846216510081881e-08,0,0,5.711765336765337,120.56645966068508,AOC3;TAGLN;SPARC;CD151;SERPINE2;TPM1;PGAM2;FHL1;FN1;DSTN;LDHB;LGALS1;ACTC1;PLN;STMN1;FXYD1;CASQ2;VIM;HADH;LPIN1;MYL9;CRYAB,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A375 24H-pelitinib-10,7/79,1.0174082658683749e-05,0.0005098801693705407,0,0,10.48618700667881,120.54571379317862,SPARC;PLN;SERPINE2;COL4A2;TNC;PLAT;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-XMD16-144-3.33,7/79,1.0174082658683749e-05,0.0005098801693705407,0,0,10.48618700667881,120.54571379317862,PLA2G16;COL4A2;TGFB1I1;TPM1;EFHD1;PLAT;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 24H-CYT387-10,5/47,8.145854398812697e-05,0.0024415299607245,0,0,12.72072072072072,119.77088160136816,PLA2G16;MCAM;TPM1;LPL;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 3H-radicicol-0.04,5/47,8.145854398812697e-05,0.0024415299607245,0,0,12.72072072072072,119.77088160136816,TAGLN;PDLIM3;PLAT;ASPN;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 24H-NVP-TAE684-3.33,5/47,8.145854398812697e-05,0.0024415299607245,0,0,12.72072072072072,119.77088160136816,SEMA3C;PEG10;TPM1;EFHD1;KLK6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,Phosgene 6371 mouse GSE2565 sample 3613,15/259,2.8216302549169013e-08,7.00570483292225e-07,0,0,6.873302107728337,119.4811256273837,SPARC;TGFB1I1;FHL1;FN1;WFDC2;ACTA2;LDHB;SH3BGRL;FXYD1;PMP22;ITGA8;SPARCL1;VIM;HADH;SOX4,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 A375 24H-GSK-1059615-10,8/98,4.342209077512826e-06,0.00026454837853618176,0,0,9.63125763125763,118.91836437236576,SPARC;COL4A2;PPP1R1A;STMN1;FHL1;S100A6;CRYAB;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,estradiol 5757 mouse GSE2195 sample 3623,14/234,5.5485887245332894e-08,1.1736998044932444e-06,0,0,7.083161157024794,118.33934478128474,MCAM;TGFB1I1;PLAT;WFDC2;MYLK;ACTA2;SMTN;SH3BGRL;PGRMC1;FXYD1;SPARCL1;MYH11;HADH;RAMP1,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HA1E 24H-CGP-60474-0.04,9/118,1.912711158571752e-06,0.00014734989309608747,0,0,8.987226924831466,118.33471687011784,RCAN1;CALD1;STMN1;TPM1;FN1;NEDD9;CRYAB;SOX4;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HA1E 24H-AZD-6482-10,7/80,1.1060978062320293e-05,0.0005455286085075058,0,0,10.34201661801033,118.02399477961998,SEMA3C;ALDH1A1;PLP1;MAL;PMP2;COL9A3;S100B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-dasatinib-10,7/80,1.1060978062320293e-05,0.0005455286085075058,0,0,10.34201661801033,118.02399477961998,CNN1;TAGLN;SPARC;TPM2;MCAM;STMN1;TPM1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 3H-PD-0325901-3.33,6/63,2.9433438012193167e-05,0.0011573044238173,0,0,11.300343249427918,117.9007660143144,LGALS1;CALD1;FHL1;PLAT;ITGA6;VIM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-canertinib-0.37,6/63,2.9433438012193167e-05,0.0011573044238173,0,0,11.300343249427918,117.9007660143144,SERPINE2;CSRP1;TPM1;ITGA6;CTNNAL1;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 LNCAP 24H-fostamatinib-3.33,6/63,2.9433438012193167e-05,0.0011573044238173,0,0,11.300343249427918,117.9007660143144,AOC3;RCAN1;SYNM;AZGP1;SERPINE2;NOV,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HME1 24H-dasatinib-0.37,8/99,4.685939919453269e-06,0.0002791053607615569,0,0,9.52493660185968,116.8799640187954,SMTN;PLN;ACTC1;TPM1;TNC;ITGA6;FLNC;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-JNK-9L-1.11,9/119,2.0524276327537944e-06,0.00015491258444303235,0,0,8.905072827724762,116.6251727872618,CNN1;RCAN1;ACTA1;SYNM;DES;ACTC1;STMN1;TPM1;GYG1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,methylprednisolone 6741 rat GSE490 sample 3667,18/348,6.476041044483262e-09,2.0098855955914126e-07,0,0,6.177589852008457,116.47942322518004,SPARC;CD151;TPM1;PGAM2;NEXN;LTBP1;OXR1;ACTA2;LDHB;LGALS1;PPP1R1A;FXYD1;ANXA6;SPARCL1;DYNLRB1;MYL9;CRYAB;GYG1,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,methylprednisolone 6741 rat GSE490 sample 3672,15/263,3.4575372461794346e-08,7.906841755078758e-07,0,0,6.761059907834102,116.15584885151326,SPARC;CD151;CKM;SERPINE2;FN1;LTBP1;ACTA1;LDHB;PDLIM3;LGALS1;ACTC1;STMN1;FXYD1;VIM;FLNC,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MDAMB231 3H-sorafenib-1.11,5/48,9.02349681436823e-05,0.0026702389065121,0,0,12.424261470773098,115.70830915064346,AZGP1;LGALS1;PMP22;MAL;PLAT,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,estradiol 5757 mouse GSE2195 sample 3625,14/237,6.502746030957334e-08,1.2284535436743309e-06,0,0,6.98680187525479,115.62078474060807,SPARC;TPM1;AURKB;ACTG2;MYLK;ACTA2;CNN1;ACTA1;LGALS1;ACTC1;STMN1;S100A6;MYH11;HADH,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A375 24H-GSK-690693-3.33,7/81,1.2010976367511568e-05,0.0005877181953268194,0,0,10.20174272633289,115.5825787638956,NR4A2;PLN;MIA;TNC;FN1;SULF1;WFDC2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-dovitinib-10,4/34,0.0002928049830327589,0.006219940389247,0,0,14.17921146953405,115.36211779405426,SPARC;FN1;S100A6;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HA1E 24H-ALW-II-38-3-3.33,4/34,0.0002928049830327589,0.006219940389247,0,0,14.17921146953405,115.36211779405426,SH3BGRL;AZGP1;FHL1;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
