Gene_set,term,Overlap,P-value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,tag,direction
LINCS_L1000_Chem_Pert_up,CPC005 HA1E 6H-periplocymarin-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 A375 24H-r406-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 A375 24H-cyt997-1.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 A375 24H-BRD-K81473043-0.35,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PRX,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 A673 6H-curcubitacin i-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 AGS 6H-BRD-K81473043-0.35,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PGRMC1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 CL34 6H-BRD-K68548958-20.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HA1E 24H-le 135-20.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HA1E 24H-bx-795-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DUSP3,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HCC515 24H-azd8055-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CALD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HT29 24H-BRD-K89692698-160.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 LOVO 6H-cyclosporine-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ITGA6,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 LOVO 6H-akti-1/2-9.1,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CALD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 LOVO 6H-cot-10b-44.4,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 24H-dl-pdmp-64.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 6H-BRD-K53903639-80.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 6H-mln2238-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 NCIH508 6H-hdac6 inhibitor isox-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 PL21 6H-gant 58-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 SKLU1 6H-chaetocin-0.08,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DUSP3,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 SKM1 6H-auranofin-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 THP1 6H-BRD-K52075040-44.4,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 VCAP 6H-akti-1/2-9.1,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ASPN,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 VCAP 6H-valdecoxib-177.6,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ITGA7,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC007 A375 24H-ncgc00183237-01-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC007 HCC515 6H-BRD-A47816767-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PLP1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC007 PC3 6H-k784-3131-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC008 A375 6H-BRD-K33720394-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC008 A549 6H-BRD-K54687541-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC008 VCAP 24H-tl hras26 brd-k01877528-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC009 A549 6H-BRD-K40373196-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC009 VCAP 24H-BRD-A05565054-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 A375 6H-BRD-K28916077-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 HCC515 6H-trichostatin a-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CASQ2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 HEPG2 6H-BRD-K06765193-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 MCF7 6H-BRD-A68065211-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 A549 6H-s4002-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,HAGH,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 HEPG2 6H-s1057-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 SKB 24H-s1085-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC014 A549 24H-trichostatin a-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CASQ2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC014 HT29 6H-BRD-K83972459-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CALD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC014 MCF7 24H-hy-11006-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC014 VCAP 6H-r2146-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,TPM1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC018 HT29 6H-cccp-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC018 PHH 24H-BRD-K31491153-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC019 MCF7 24H-BRD-A00420644-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC019 VCAP 24H-BRD-K67870070-10.0,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,ASPN,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP005 A375 24H-radicicol-3.33,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,CES1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP005 A375 24H-withaferin-a-10,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,EFHD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP009 HT29 24H-dabrafenib-0.04,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,SOX4,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP005 MCF10A 24H-neratinib-0.37,1/104,0.6303867604824125,0.6989694885910623,0,0,1.0123285560178763,0.4671104062312677,WFDC2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
Drug_Perturbations_from_GEO_up,Triiodothyronine-[13C6] hydrochloride (T3 thyronine) 53442265 human GSE29159 sample 3045,3/332,0.6136250075657931,0.8087530256497425,0,0,0.9499374217772216,0.4639221491541389,LPIN1;FAM83D;AURKB,Drug_Perturbations_from_GEO_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HT29 6H-BRD-K04853698-10.0,2/219,0.61822195078422,0.6928707442998228,0,0,0.960535346602608,0.4619288849698442,SH3BP5;FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 24H-tw 37-10.0,2/219,0.61822195078422,0.6928707442998228,0,0,0.960535346602608,0.4619288849698442,SH3BP5;SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
Drug_Perturbations_from_GEO_up,Interferon beta-1b DB00068 human GSE26104 sample 3185,3/333,0.6156597427091465,0.8087530256497425,0,0,0.9470102090422946,0.4593575616063354,FMNL2;MAP3K7CL;NEXN,Drug_Perturbations_from_GEO_up,Myofibroblasts_UP→UPmatch,same
Drug_Perturbations_from_GEO_up,cisplatin DB00515 human GSE47856 sample 3145,3/333,0.6156597427091465,0.8087530256497425,0,0,0.9470102090422946,0.4593575616063354,CYFIP2;ACTA2;LMOD1,Drug_Perturbations_from_GEO_up,Myofibroblasts_UP→UPmatch,same
Drug_Perturbations_from_GEO_up,estradiol 5757 mouse GSE52711 sample 3118,3/333,0.6156597427091465,0.8087530256497425,0,0,0.9470102090422946,0.4593575616063354,FMNL2;ANXA6;NEDD9,Drug_Perturbations_from_GEO_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC001 HCC515 6H-jak3 inhibitor vi-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PGRMC1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 AGS 6H-BRD-K49371609-0.09,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 COV644 6H-vorinostat-11.1,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 COV644 6H-BRD-K92317137-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 H1299 6H-BRD-K52075040-44.4000015259,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HA1E 24H-niguldipine hydrochloride-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HCT116 6H-le 135-20.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HCT116 6H-arp 101-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,"CPC006 HT115 6H-2,4-dideoxy-dc-45-a2-0.63",1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HT29 24H-qs 11-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,ASPN,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 LOVO 6H-niguldipine hydrochloride-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 NCIH1694 6H-BRD-K00317371-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,"CPC006 NCIH2073 6H-2,5-dideoxyadenosine-10.0",1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PGRMC1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 NCIH596 6H-4-demethoxydaunorubicin hydrochloride (65)-0.08,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 RMUGS 6H-mln2238-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 T3M10 6H-bi 2536-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 VCAP 6H-wortmannin-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,CALD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 WSUDLCL2 6H-geldanamycin-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PRX,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC008 MCF7 24H-kuc104488 kuc104488n-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,NR4A1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC009 A549 6H-BRD-K14788918-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC009 HEPG2 6H-BRD-K40373196-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC009 MCF7 24H-BRD-K52321331-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 A549 6H-BRD-K53932786-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PMP22,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC010 HEPG2 6H-BRD-K04363266-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC012 HA1E 6H-BRD-K03736784-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC012 MCF7 24H-p233-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,PGRMC1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC012 PC3 24H-BRD-K35004659-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 ASC 24H-s1249-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 HA1E 6H-BRD-K09854848-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,NR4A2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC013 MCF7 6H-s1040-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC015 SKB 24H-ouabain-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC016 A549 24H-ag 592-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC016 MCF7 24H-cyclopiazonic acid-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SNCA,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC017 HEPG2 6H-oxindole i-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,SH3BP5,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC019 MCF7 24H-BRD-K60297835-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,DYNC1LI2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC019 PC3 6H-BRD-K17953061-10.0,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,TGFB2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP005 A375 24H-NVP-AUY922-0.12,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,CRYAB,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP005 HEPG2 24H-PF-477736-3.33,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,FN1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP006 BT20 24H-palbociclib-0.37,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,CES1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,LJP006 PC3 24H-BMS-387032-0.37,1/105,0.6339164281335867,0.7012295878551985,0,0,1.0025437525437526,0.4569976895112561,FHL1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
Drug_Perturbations_from_GEO_up,grepafloxacin 72474 human GSE9166 sample 2627,1/105,0.6339164281335867,0.8227627892093109,0,0,1.0025437525437526,0.4569976895112561,AZGP1,Drug_Perturbations_from_GEO_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC001 PC3 6H-homoharringtonine-10.0,2/220,0.6207019677846879,0.6940710740188849,0,0,0.9560804216279524,0.4559588023623712,DSTN;EFHD1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 A375 24H-vorinostat-10.0,2/220,0.6207019677846879,0.6940710740188849,0,0,0.9560804216279524,0.4559588023623712,AOC3;CASQ2,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 24H-b675700.cdx-0.04,2/220,0.6207019677846879,0.6940710740188849,0,0,0.9560804216279524,0.4559588023623712,SH3BP5;ITGA6,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 MCF7 24H-BRD-K25737009-40.0,3/335,0.6197076928171771,0.6930716501807977,0,0,0.9412086850074092,0.4503752974864077,TPM1;SH3BP5;PLP1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC006 HA1E 24H-BRD-K49371609-0.09,2/221,0.6231696299227336,0.695164619967095,0,0,0.9516661808996404,0.45007768997508,NR4A2;ITGA8,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
LINCS_L1000_Chem_Pert_up,CPC002 HA1E 24H-mdl-28170-10.0,1/106,0.6374125642831086,0.7032545084499378,0,0,0.9929453262786596,0.4471611766004294,CTNNAL1,LINCS_L1000_Chem_Pert_up,Myofibroblasts_UP→UPmatch,same
